"";"indexRL";"indexS";"indexA";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"female";"age_cohorts";"incomefull";"edufull";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location"
"927";0,1;0;0,9;0;0;0;0;0;0;0;0;"midage";4;2,28200284745384;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"928";0,4;0,3;0,3;1;0;0;0;1;NA;0;0;"midage";5;1;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"929";0,1;0,2;0,6;0;1;1;0;0;2;0;0;"youth";3;5;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"930";0,3;0,4;0,2;0;0;0;0;0;0;1;0;"midage";3;5,77503293251066;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"931";0,4;0;0,5;0;0;0;0;NA;0;0;0;"older";2;3,16097218055505;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"932";0,3;0;0,5;0;0;0;0;0;2;0;0;"midage";2;3;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"933";0;0,4;0,5;0;0;0;0;0;0;1;0;"midage";4;2,77621740441356;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"934";0,5;0,4;0,1;1;0;0;0;0;1;1;1;"midage";0,738405515794232;7,26213027294468;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"935";0,2;0,4;0,4;0;0;0;0;0;1;0;0;"youth";5;2,68149303773153;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"936";0,1;0,3;0,2;0;0;0;0;0;1;0;0;"youth";3;4,4946993263361;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
