"";"X";"Q1";"Q3";"Q3_graph";"Q5";"Q5_graph";"Q8_graph";"Q8";"Q10";"Q12";"Q14";"Q16";"Q18";"Q20";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"edu";"income";"female";"age";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location";"V1RL";"V2RL";"V3RL";"V4RL";"V5RL";"V6RL";"V7RL";"V8RL";"V9RL";"V10RL";"V1S";"V2S";"V3S";"V4S";"V5S";"V6S";"V7S";"V8S";"V9S";"V10S";"V1A";"V2A";"V3A";"V4A";"V5A";"V6A";"V7A";"V8A";"V9A";"V10A";"indexRL";"indexS";"indexA";"age_cohorts";"edufull";"incomefull"
"1";1;2;1;1;2;2;2;2;2;2;1;4;2;2;0;0;0;1;1;2;0;6;4;1;28;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu";0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0,2;0,7;0;"youth";6;4
"2";2;3;5;4;5;4;4;5;3;3;1;4;4;4;0;0;0;1;1;2;0;6;3;0;29;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0,1;0;0,3;"youth";6;3
"3";3;2;1;1;2;2;1;1;2;1;1;1;2;1;0;0;0;1;1;2;0;2;5;0;23;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;1;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,6;0,4;0;"youth";2;5
"4";4;1;1;1;3;3;1;1;2;1;1;4;3;1;0;0;0;1;1;0;0;3;NA;1;49;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0,6;0,1;0,2;"midage";3;3,50331663568208
"5";5;2;1;1;2;2;1;1;2;1;2;1;3;1;0;0;0;1;0;1;0;5;3;0;25;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0,5;0,4;0,1;"youth";5;3
"6";6;2;1;1;5;4;4;5;2;2;4;4;4;4;0;0;0;1;1;2;0;6;5;0;44;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,3;0;"midage";6;5
"7";7;1;1;1;3;3;2;2;2;3;1;3;3;3;1;0;1;1;1;2;0;5;4;1;19;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0,3;0,2;0,5;"youth";5;4
"8";8;1;1;1;3;3;2;2;2;1;1;3;4;4;0;0;0;1;1;2;0;3;2;1;28;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0,4;0,2;0,2;"youth";3;2
"9";9;3;1;1;3;3;2;2;3;2;1;1;1;1;1;0;0;1;1;2;0;3;4;1;47;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0,5;0,2;0,3;"midage";3;4
"10";10;2;1;1;1;1;2;2;2;2;1;2;1;1;1;0;0;1;0;2;0;6;2;0;31;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;"midage";6;2
"11";11;1;2;2;3;3;4;5;2;3;1;3;1;4;0;0;0;1;1;2;1;6;2;0;32;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0,3;0,2;0,3;"midage";6;2
"12";12;2;2;2;3;3;2;2;3;3;4;1;3;1;1;0;1;1;1;2;0;6;4;0;53;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0,2;0,3;0,4;"older";6;4
"13";13;4;2;2;2;2;2;2;4;4;1;4;1;1;0;0;0;1;1;0;0;4;5;0;35;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0,3;0;"midage";4;5
"14";14;3;2;2;1;1;1;1;3;2;1;1;1;2;1;0;0;1;1;1;1;6;3;0;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0,5;0,3;0,2;"youth";6;3
"15";15;2;2;2;2;2;2;2;2;2;1;4;1;2;0;0;0;1;0;2;0;6;3;1;46;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,2;0,7;0;"midage";6;3
"16";16;2;2;2;2;2;2;2;2;2;1;2;1;2;0;1;1;1;0;0;0;5;2;0;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0,2;0,8;0;"youth";5;2
"17";17;3;3;3;2;2;2;2;2;2;2;1;1;2;0;0;0;1;1;0;1;6;4;1;19;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0,2;0,6;0,2;"youth";6;4
"18";18;1;3;3;1;1;2;2;2;2;1;2;2;2;0;0;0;1;1;2;1;4;4;1;39;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0,3;0,6;0,1;"midage";4;4
"19";19;2;3;3;3;3;1;1;3;2;1;1;1;1;0;0;0;1;1;0;0;4;4;0;51;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0,5;0,2;0,3;"older";4;4
"20";20;1;3;3;3;3;1;1;2;2;1;1;1;1;1;0;0;1;1;1;0;6;NA;1;48;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0,6;0,2;0,2;"midage";6;3,08739200730856
"21";21;2;3;3;2;2;4;4;2;3;1;2;3;4;0;0;0;1;1;1;0;4;4;0;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0,1;0,4;0,3;"youth";4;4
"22";22;2;3;3;3;3;3;3;2;3;1;2;2;3;0;0;0;1;0;1;1;4;4;0;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;1;0;1;0;0;0;1;0,1;0,4;0,5;"youth";4;4
"23";23;4;4;4;2;2;2;2;4;2;1;4;1;1;0;0;0;1;NA;2;0;4;5;0;35;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0,3;0;"midage";4;5
"24";24;1;4;4;3;3;1;1;2;2;1;1;1;1;0;0;0;1;0;2;1;3;5;1;34;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,6;0,2;0,1;"midage";3;5
"25";25;4;5;4;4;4;4;4;1;4;4;1;4;4;0;0;0;1;0;2;1;4;4;0;49;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;"midage";4;4
"26";26;2;5;4;2;2;1;1;3;2;1;3;1;3;0;0;0;1;0;1;1;6;4;1;45;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0,3;0,3;0,3;"midage";6;4
"27";27;2;5;4;4;4;4;4;4;4;1;4;4;4;0;0;0;1;0;2;1;3;4;1;36;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;"midage";3;4
"28";28;2;5;4;3;3;1;1;2;1;1;1;1;3;0;0;0;1;1;1;0;5;3;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0,5;0,2;0,2;"youth";5;3
"29";29;1;5;4;3;3;3;3;3;3;2;3;1;4;1;0;0;1;1;0;0;1;2;1;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0,2;0,1;0,5;"youth";1;2
"30";30;2;2;2;3;3;2;2;2;4;2;1;1;1;1;1;1;1;1;1;0;1;1;0;72;0;0;1;0;5,88610403145016;4,04305126783455;8,57678198282789;"achkhoy-martan";"Bamut";0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0,3;0,5;0,1;"older";1;1
"31";31;3;3;3;2;2;2;2;3;3;4;1;1;2;1;1;0;1;1;2;1;5;4;0;54;0;0;1;0;5,88610403145016;4,04305126783455;8,57678198282789;"achkhoy-martan";"Bamut";0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0,2;0,3;0,4;"older";5;4
"32";32;2;3;3;4;4;4;4;3;4;4;3;2;3;0;0;0;1;0;2;1;6;5;0;28;0;0;1;0;5,88610403145016;4,04305126783455;8,57678198282789;"achkhoy-martan";"Bamut";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0,2;0,4;"youth";6;5
"33";33;4;1;1;4;4;4;4;2;3;1;3;2;2;1;0;1;1;NA;2;1;4;3;0;29;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt";0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0,2;0,3;0,2;"youth";4;3
"34";34;2;2;2;2;2;2;2;1;2;1;1;2;2;0;0;1;1;0;2;0;6;3;1;46;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt";0;0;0;0;1;0;1;1;0;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0,3;0,7;0;"midage";6;3
"35";35;3;2;2;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;2;0;5;3;0;55;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt";0;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,8;0,1;0,1;"older";5;3
"36";36;3;3;3;4;4;1;1;3;3;1;3;3;4;0;0;1;1;NA;2;0;6;3;0;42;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0,2;0;0,6;"midage";6;3
"37";37;3;3;3;3;3;2;2;3;3;1;1;1;1;1;0;0;1;1;2;0;6;3;0;49;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt";0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0,4;0,1;0,5;"midage";6;3
"38";38;2;2;2;2;2;2;2;2;1;2;4;2;1;0;0;0;1;1;2;0;3;4;1;45;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki";0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0,2;0,7;0;"midage";3;4
"39";39;3;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;1;1;2;1;5;4;1;27;1;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,9;0,1;"youth";5;4
"40";40;2;2;2;5;4;2;2;2;4;2;2;2;2;0;0;1;1;1;1;0;2;3;1;82;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki";0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,8;0;"older";2;3
"41";41;3;3;3;3;3;2;2;2;3;3;3;4;3;1;0;1;1;1;2;0;4;4;1;51;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;1;0;0,2;0,7;"older";4;4
"42";42;3;3;3;3;3;3;3;3;3;3;3;3;3;0;1;0;1;1;1;0;1;4;0;49;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;"midage";1;4
"43";43;4;3;3;3;3;1;1;1;3;3;2;3;3;0;0;1;1;0;2;1;2;2;0;30;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0,2;0,1;0,6;"midage";2;2
"44";44;2;4;4;3;3;2;2;2;2;2;2;1;2;0;1;1;1;1;1;0;5;NA;0;74;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki";0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0,1;0,7;0,1;"older";5;-0,124562034360758
"45";45;2;1;1;3;3;2;2;2;2;2;4;2;2;0;0;0;1;1;2;0;5;3;0;33;0;0;1;0;6,57507584059962;4,18965474202643;8,5434455625603;"vedeno";"Vedeno";0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0,1;0,7;0,1;"midage";5;3
"46";46;1;2;2;2;2;1;1;4;1;1;2;1;1;0;0;0;1;1;0;0;6;3;1;40;0;0;1;0;6,57507584059962;4,18965474202643;8,5434455625603;"vedeno";"Vedeno";1;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0,3;0;"midage";6;3
"47";47;1;4;4;1;1;2;2;4;3;2;1;4;1;0;0;0;1;0;1;0;6;3;0;35;0;0;1;0;6,57507584059962;4,18965474202643;8,5434455625603;"vedeno";"Vedeno";1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0,4;0,2;0,1;"midage";6;3
"48";48;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;1;1;0;1;0;NA;3;1;30;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;"midage";2,70065344656148;3
"49";49;2;2;2;2;2;NA;NA;NA;1;2;2;2;2;0;1;0;1;0;1;1;NA;5;0;31;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi";0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;0,7;0;"midage";5,55729843118166;5
"50";50;3;3;3;3;3;3;3;3;3;3;3;3;3;0;1;0;1;0;2;0;NA;2;1;33;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;"midage";3,6061817634274;2
"51";51;1;3;3;2;2;2;2;2;2;2;2;2;2;0;1;1;1;1;2;0;NA;2;0;31;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi";1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0,1;0,8;0,1;"midage";2,72264177826454;2
"52";52;4;3;3;3;3;3;3;3;3;3;1;2;3;0;0;1;1;1;2;0;3;5;0;26;1;0;1;0;6,42648845745769;4,02535169073515;7,83320394864106;"shatoi";"Shatoi";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0,1;0,1;0,7;"youth";3;5
"53";53;3;1;1;3;3;2;2;1;1;1;1;1;2;1;0;0;1;1;0;1;6;2;0;27;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";0;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0,6;0,2;0,2;"youth";6;2
"54";54;1;1;1;3;3;2;2;2;1;3;2;1;1;0;0;1;1;1;2;0;6;2;1;30;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";1;1;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0,5;0,3;0,2;"midage";6;2
"55";55;3;1;1;2;2;2;2;4;1;1;1;4;1;0;0;0;1;1;NA;0;6;3;0;46;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";0;1;0;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,5;0,2;0,1;"midage";6;3
"56";56;1;1;1;3;3;3;3;1;1;1;1;1;3;0;0;0;1;1;1;0;6;3;1;27;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0,7;0;0,3;"youth";6;3
"57";57;1;1;1;1;1;2;2;1;1;1;3;1;1;1;1;1;1;1;0;0;4;3;1;40;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";1;1;1;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0,8;0,1;0,1;"midage";4;3
"58";58;1;4;4;3;3;2;2;1;1;1;1;1;3;1;0;1;1;1;2;0;6;1;0;32;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0,6;0,1;0,2;"midage";6;1
"59";59;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;0;1;NA;0;0;NA;2;1;26;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi";1;1;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,8;0,1;0,1;"youth";6,2810358508865;2
"60";60;1;1;1;1;1;1;1;3;1;1;1;1;1;1;0;0;1;1;0;0;NA;3;1;45;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi";1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,9;0;0,1;"midage";3,06862572479606;3
"61";61;3;1;1;1;1;4;4;4;1;1;1;3;1;0;0;1;1;1;2;1;NA;3;0;31;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi";0;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,6;0;0,2;"midage";4,4871602107876;3
"62";62;2;2;2;2;2;2;2;2;2;1;1;2;2;0;0;0;1;1;2;0;NA;4;1;27;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi";0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0,2;0,8;0;"youth";4,95488880123459;4
"63";63;3;3;3;3;3;2;2;2;3;2;3;2;1;0;0;0;1;1;0;0;NA;3;0;30;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi";0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;1;1;0;0;1;0;1;0;0;0,1;0,4;0,5;"midage";5,05000614650287;3
"64";64;2;3;3;2;2;2;2;3;2;1;1;1;2;0;0;0;1;1;2;0;NA;3;1;29;0;0;1;0;6,50279004591562;4,0943445622221;7,87245515006398;"vedeno";"elistangi";0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0,3;0,5;0,2;"youth";5,68545931899566;3
"65";65;1;1;1;3;3;1;1;2;1;1;1;1;1;0;1;0;1;1;1;0;6;4;0;23;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";1;1;0;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,8;0,1;0,1;"youth";6;4
"66";66;2;2;2;2;2;2;2;2;1;1;4;1;1;0;1;1;1;1;1;0;6;4;0;30;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0,5;0;"midage";6;4
"67";67;2;2;2;2;2;1;1;2;1;1;1;2;1;0;0;0;1;1;1;1;6;3;0;23;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";0;0;0;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;"youth";6;3
"68";68;3;3;3;1;1;1;1;2;2;1;2;2;1;0;0;1;1;1;2;1;6;4;0;33;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0,4;0,4;0,2;"midage";6;4
"69";69;2;4;4;3;3;1;1;3;2;1;1;1;1;0;1;1;1;1;2;1;6;NA;1;34;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0,5;0,2;0,2;"midage";6;2,14201819290492
"70";70;3;4;4;3;3;1;1;2;2;1;1;1;1;0;0;1;1;1;2;0;6;4;0;50;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";0;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0,5;0,2;0,2;"older";6;4
"71";71;3;4;4;3;3;1;1;2;3;1;2;1;1;0;0;1;1;0;2;1;6;NA;0;33;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety";0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0,4;0,2;0,3;"midage";6;2,13663629347761
"72";72;3;1;1;3;3;1;1;2;1;1;4;1;1;0;1;1;1;0;2;0;6;4;1;30;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt";0;1;0;1;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0,6;0,1;0,2;"midage";6;4
"73";73;2;2;2;3;3;2;2;4;2;3;2;4;3;0;0;1;1;1;2;1;6;NA;0;31;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt";0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0,5;0,3;"midage";6;2,97032058783483
"74";74;3;2;2;3;3;1;1;2;2;1;2;1;1;0;0;1;1;0;1;1;6;4;0;40;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt";0;0;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0,4;0,4;0,2;"midage";6;4
"75";75;2;3;3;3;3;1;1;2;1;1;4;1;1;0;0;1;1;1;1;0;6;5;1;45;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt";0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0,5;0,2;0,2;"midage";6;5
"76";76;3;4;4;3;3;4;4;2;3;1;1;1;4;0;0;0;1;1;1;1;6;6;1;44;0;0;1;0;6,57507584059962;4,18965474202643;8,5434455625603;"vedeno";"Vedeno";0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0,3;0,1;0,3;"midage";6;6
